Leidimo serija ir nr.,Regionas,Rajonas,Nuosavybės forma,Urėdija,Girininkija,Kvartalas,Sklypai,Plotas,Kad. vietovė,Kad. blokas,Kad. nr.,Kirtimo rūšis,Galiojimo pradžia,Galiojimo pabaiga
A - 21754,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Kruopių girininkija,539,41,0.4,3228,0007,0041,Plynas kirtimas,2016-01-13,2016-12-31
A - 21762,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Kruopių girininkija,25,8b,1.7,3220,0002,0040,Plynas kirtimas,2016-02-03,2016-12-31
A - 21762,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Kruopių girininkija,25,8c,0.4,3220,0002,0040,Plynas kirtimas,2016-02-03,2016-12-31
A - 21770,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Kruopių girininkija,532,20a,0.3,3228,0005,0022,Plynas kirtimas,2016-02-17,2016-12-31
A - 21864,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Kruopių girininkija,24,15a,0.2,3220,0002,0049,Atvejinių kirtimų (paskutinis atvejis),2016-04-13,2016-12-31
A - 21864,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Kruopių girininkija,24,15f,0.2,3220,0002,0049,Plynas kirtimas,2016-04-13,2016-12-31
A - 21864,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Kruopių girininkija,24,19a,2.1,3220,0002,0049,Atrankinis kirtimas,2016-04-13,2016-12-31
A - 20475,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,460,20a,0.2,3203,0011,0027,Atrankinis kirtimas,2016-02-08,2016-12-31
A - 20475,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,460,"21a,22a,22b,30a",1.8,3203,0011,0027,Plynas kirtimas,2016-02-08,2016-12-31
A - 20475,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,460,21b,0.7,3203,0011,0027,Plynas kirtimas,2016-02-08,2016-12-31
A - 20476,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,460,21b,1.1,3203,0011,0027,Plynas kirtimas,2016-02-08,2016-12-31
A - 20476,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,460,"22b,30a,31,36a",2.4,3203,0011,0027,Plynas kirtimas,2016-02-08,2016-12-31
A - 21743,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,457,3a,0.7,3203,0010,0053,Plynas kirtimas,2016-01-01,2016-12-31
A - 21744,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,620,17a,0.7,3245,0005,0002,Plynas kirtimas,2016-01-01,2016-12-31
A - 21750,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,520,19a,0.5,3203,0011,0054,Plynas kirtimas,2016-01-06,2016-12-31
A - 21751,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,61,5a,0.9,3223,0001,0013,Plynas kirtimas,2016-01-06,2016-12-31
A - 21752,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,432,12a,4.1,3243,0004,0021,Plynas kirtimas,2016-01-06,2016-12-31
A - 21752,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,432,23a,0.4,3243,0004,0021,Plynas kirtimas,2016-01-06,2016-12-31
A - 21752,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,432,"32,57",0.9,3243,0004,0021,Plynas kirtimas,2016-01-06,2016-12-31
A - 21756,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,464,"14,15,16,16a,16b",3.0,3235,0002,0053,Plynas kirtimas,2016-01-13,2016-12-31
A - 21757,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,443,14b,0.6,3243,0006,0033,Plynas kirtimas,2016-01-13,2016-12-31
A - 21760,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,450,18,0.7,3203,0006,0076,Plynas kirtimas,2016-01-13,2016-12-31
A - 21760,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,450,"19a,19b,22",2.3,3203,0006,0076,Plynas kirtimas,2016-01-13,2016-12-31
A - 21764,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,457,"9a,11a,13a,13b,15a,16a,17a",3.0,3203,0010,0038,Plynas kirtimas,2016-02-10,2016-12-31
A - 21765,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,455,23a,0.1,3203,0002,0087,Atrankinis kirtimas,2016-02-10,2016-12-31
A - 21765,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,455,23b,0.3,3203,0002,0087,Plynas kirtimas,2016-02-10,2016-12-31
A - 21765,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,455,3a,0.3,3203,0002,0087,Plynas kirtimas,2016-02-10,2016-12-31
A - 21765,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,455,9a,0.4,3203,0002,0087,Plynas kirtimas,2016-02-10,2016-12-31
A - 21767,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,455,2,1.1,3203,0002,0087,Plynas kirtimas,2016-02-10,2016-12-31
A - 21768,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,425,9,0.3,3230,0003,0037,Atrankinis kirtimas,2016-02-17,2016-12-31
A - 21862,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,432,"45a,45b",0.5,3243,0004,0105,Plynas kirtimas,2016-03-02,2016-12-31
A - 21865,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,28,"55,56b,61c",1.2,3230,0002,0058,Plynas kirtimas,2016-04-20,2016-12-31
A - 21865,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,28,"56a,61b",1.6,3230,0002,0058,Plynas kirtimas,2016-04-20,2016-12-31
A - 21866,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Naujosios Akmenės girininkija,28,"52a,54a,59a",0.8,3230,0002,0058,Plynas kirtimas,2016-04-20,2016-12-31
A - 20465,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Papilės girininkija,78,13a,0.3,3240,0006,0059,Atvejinis kirtimas,2016-01-21,2016-12-31
A - 20465,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Papilės girininkija,78,16a,0.2,3240,0006,0059,Plynas kirtimas,2016-01-21,2016-12-31
A - 21747,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Papilės girininkija,83,15,0.5,3258,0001,0124,Plynas kirtimas,2016-01-01,2016-12-31
A - 21747,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Papilės girininkija,83,21b,0.9,3258,0001,0124,Plynas kirtimas,2016-01-01,2016-12-31
A - 21748,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Papilės girininkija,83,21a,0.7,3258,0001,0124,Atrankinis kirtimas,2016-01-01,2016-12-31
A - 21748,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Papilės girininkija,83,23,0.5,3258,0001,0124,Atvejinis kirtimas,2016-01-01,2016-12-31
A - 21758,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Papilės girininkija,61,16a,0.1,3240,0003,0019,Plynas kirtimas,2016-01-13,2016-12-31
A - 21758,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Papilės girininkija,61,23,1.1,3240,0003,0019,Plynas kirtimas,2016-01-13,2016-12-31
A - 21758,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Papilės girininkija,61,26b,0.1,3240,0003,0019,Plynas kirtimas,2016-01-13,2016-12-31
A - 21759,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Papilės girininkija,63,3,0.4,3240,0003,0019,Plynas kirtimas,2016-01-13,2016-12-31
A - 21769,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Papilės girininkija,59,8a,1.5,3240,0003,0040,Plynas kirtimas,2016-02-17,2016-12-31
A - 21861,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Papilės girininkija,3,"8a,9b,9c",0.7,3245,0005,0063,Plynas kirtimas,2016-02-24,2016-12-31
A - 21861,Šiaulių,Akmenės rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Papilės girininkija,3,8b,0.4,3245,0005,0063,Atvejinis kirtimas,2016-02-24,2016-12-31
A - 20289,Šiaulių,Joniškio rajono kontroliuojama teritorija,privati,Joniškio miškų urėdija,Beržėnų girininkija,808,"2a,3a",4.4,4774,0012,0129,Plynas kirtimas,2016-01-01,2016-12-31
A - 20293,Šiaulių,Joniškio rajono kontroliuojama teritorija,privati,Joniškio miškų urėdija,Beržėnų girininkija,827,"3,4,5",2.9,4785,0005,0054,Plynas kirtimas,2016-02-01,2016-12-31
A - 20294,Šiaulių,Joniškio rajono kontroliuojama teritorija,privati,Joniškio miškų urėdija,Beržėnų girininkija,828,"2,2a,2b,3",2.8,4785,0006,0039,Plynas kirtimas,2016-02-01,2016-12-31
A - 5916,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Beržėnų girininkija,118,6,0.7,0,0,0,Plynas kirtimas,2016-01-12,2016-12-31
A - 5916,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Beržėnų girininkija,118,9,0.6,0,0,0,Plynas kirtimas,2016-01-12,2016-12-31
A - 5916,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Beržėnų girininkija,125,1,0.4,0,0,0,Plynas kirtimas,2016-01-12,2016-12-31
A - 5916,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Beržėnų girininkija,126,11,2.2,0,0,0,Plynas kirtimas,2016-01-12,2016-12-31
A - 5916,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Beržėnų girininkija,73,14,0.8,0,0,0,Plynas kirtimas,2016-01-12,2016-12-31
A - 5916,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Beržėnų girininkija,86,13,1.5,0,0,0,Plynas kirtimas,2016-01-12,2016-12-31
A - 5916,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Beržėnų girininkija,98,16,1.9,0,0,0,Plynas kirtimas,2016-01-12,2016-12-31
A - 7104,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Beržėnų girininkija,72,11,1.0,0,0,0,Atvejinis kirtimas,2016-02-05,2016-12-31
A - 7104,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Beržėnų girininkija,72,13,0.8,0,0,0,Atvejinis kirtimas,2016-02-05,2016-12-31
A - 7104,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Beržėnų girininkija,72,20,0.6,0,0,0,Plynas kirtimas,2016-02-05,2016-12-31
A - 7109,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Beržėnų girininkija,116,"16,28",0.6,0,0,0,Plynas kirtimas,2016-02-19,2016-12-31
A - 7109,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Beržėnų girininkija,116,17,2.1,0,0,0,Plynas kirtimas,2016-02-19,2016-12-31
A - 20290,Šiaulių,Joniškio rajono kontroliuojama teritorija,privati,Joniškio miškų urėdija,Joniškio girininkija,425,"13a,12",3.0,4764,0001,0219,Plynas kirtimas,2016-01-05,2016-12-31
A - 5914,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Joniškio girininkija,12,13,3.9,0,0,0,Atvejinis kirtimas,2016-01-04,2016-12-31
A - 5914,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Joniškio girininkija,18,11,5.5,0,0,0,Atvejinis kirtimas,2016-01-04,2016-12-31
A - 5914,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Joniškio girininkija,62,10,2.2,0,0,0,Atvejinis kirtimas,2016-01-04,2016-12-31
A - 5914,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Joniškio girininkija,9,14,1.6,0,0,0,Atvejinis kirtimas,2016-01-04,2016-12-31
A - 5914,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Joniškio girininkija,9,8,0.6,0,0,0,Atvejinis kirtimas,2016-01-04,2016-12-31
A - 5919,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Joniškio girininkija,23,11,2.1,0,0,0,Plynas kirtimas,2016-01-14,2016-12-31
A - 5919,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Joniškio girininkija,23,15,2.7,0,0,0,Plynas kirtimas,2016-01-14,2016-12-31
A - 5919,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Joniškio girininkija,24,10,0.6,0,0,0,Plynas kirtimas,2016-01-14,2016-12-31
A - 5919,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Joniškio girininkija,24,3,0.8,0,0,0,Plynas kirtimas,2016-01-14,2016-12-31
A - 5919,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Joniškio girininkija,45,5,0.9,0,0,0,Plynas kirtimas,2016-01-14,2016-12-31
A - 5919,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Joniškio girininkija,45,8,0.3,0,0,0,Plynas kirtimas,2016-01-14,2016-12-31
A - 5919,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Joniškio girininkija,45,8,1.8,0,0,0,Plynas kirtimas,2016-01-14,2016-12-31
A - 5919,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Joniškio girininkija,50,24,1.1,0,0,0,Plynas sanitarinis kirtimas (PN),2016-01-14,2016-12-31
A - 5919,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Joniškio girininkija,50,27,1.6,0,0,0,Plynas sanitarinis kirtimas (PN),2016-01-14,2016-12-31
A - 5919,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Joniškio girininkija,51,3,0.2,0,0,0,Plynas sanitarinis kirtimas (PN),2016-01-14,2016-12-31
A - 5919,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Joniškio girininkija,51,5,2.8,0,0,0,Plynas sanitarinis kirtimas (PN),2016-01-14,2016-12-31
A - 5919,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Joniškio girininkija,51,9,0.7,0,0,0,Plynas sanitarinis kirtimas (PN),2016-01-14,2016-12-31
A - 5919,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Joniškio girininkija,58,8,1.2,0,0,0,Plynas kirtimas,2016-01-14,2016-12-31
A - 7102,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Joniškio girininkija,52,16,1.3,0,0,0,Plynas kirtimas,2016-01-27,2016-12-31
A - 7102,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Joniškio girininkija,52,17,0.4,0,0,0,Plynas kirtimas,2016-01-27,2016-12-31
A - 7102,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Joniškio girininkija,63,4,1.7,0,0,0,Plynas kirtimas,2016-01-27,2016-12-31
A - 20281,Šiaulių,Joniškio rajono kontroliuojama teritorija,privati,Joniškio miškų urėdija,Mikaičių girininkija,702,"3,6",2.5,4717,0001,0140,Plynas kirtimas,2016-01-01,2016-12-31
A - 7101,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Mikaičių girininkija,12,19,0.7,0,0,0,Plynas kirtimas,2016-01-22,2016-12-31
A - 7101,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Mikaičių girininkija,12,20,0.7,0,0,0,Plynas kirtimas,2016-01-22,2016-12-31
A - 7105,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Mikaičių girininkija,12,17,0.9,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2016-02-08,2016-12-31
A - 7105,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Mikaičių girininkija,12,37,1.6,0,0,0,Atvejinis kirtimas,2016-02-08,2016-12-31
A - 7105,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Mikaičių girininkija,34,"3,8e,9",4.0,0,0,0,Atvejinis kirtimas,2016-02-08,2016-12-31
A - 20286,Šiaulių,Joniškio rajono kontroliuojama teritorija,privati,Joniškio miškų urėdija,Satkūnų girininkija,73,"2c,3,4a,4b",2.4,4760,0006,0032,Plynas kirtimas,2016-01-01,2016-12-31
A - 20287,Šiaulių,Joniškio rajono kontroliuojama teritorija,privati,Joniškio miškų urėdija,Satkūnų girininkija,534,6a,0.2,4760,0001,0116,Plynas kirtimas,2016-01-01,2016-12-31
A - 20295,Šiaulių,Joniškio rajono kontroliuojama teritorija,privati,Joniškio miškų urėdija,Satkūnų girininkija,522,"10a,12a",1.1,4767,0005,0609,Plynas kirtimas,2016-03-15,2016-12-31
A - 20296,Šiaulių,Joniškio rajono kontroliuojama teritorija,privati,Joniškio miškų urėdija,Satkūnų girininkija,505,22a,1.4,4744,0002,0016,Plynas kirtimas,2016-04-18,2016-12-31
A - 20296,Šiaulių,Joniškio rajono kontroliuojama teritorija,privati,Joniškio miškų urėdija,Satkūnų girininkija,505,25b,0.4,4744,0002,0016,Plynas kirtimas,2016-04-18,2016-12-31
A - 20296,Šiaulių,Joniškio rajono kontroliuojama teritorija,privati,Joniškio miškų urėdija,Satkūnų girininkija,505,29a,1.2,4744,0002,0016,Plynas kirtimas,2016-04-18,2016-12-31
A - 21577,Šiaulių,Joniškio rajono kontroliuojama teritorija,privati,Joniškio miškų urėdija,Satkūnų girininkija,538,22,0.4,4760,0005,0040,Plynas kirtimas,2016-02-10,2016-12-31
A - 5920,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Satkūnų girininkija,58,10,1.0,0,0,0,Plynas kirtimas,2016-01-22,2016-12-31
A - 5920,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Satkūnų girininkija,59,4,1.7,0,0,0,Plynas kirtimas,2016-01-22,2016-12-31
A - 5920,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Satkūnų girininkija,82,2,1.7,0,0,0,Plynas kirtimas,2016-01-22,2016-12-31
A - 7103,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Satkūnų girininkija,7,1,1.0,0,0,0,Plynas kirtimas,2016-02-05,2016-12-31
A - 7103,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Satkūnų girininkija,7,1,1.1,0,0,0,Atvejinis kirtimas,2016-02-05,2016-12-31
A - 7106,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Satkūnų girininkija,36,12,1.6,0,0,0,Plynas kirtimas,2016-02-12,2016-12-31
A - 20291,Šiaulių,Joniškio rajono kontroliuojama teritorija,privati,Joniškio miškų urėdija,Skaistgirio girininkija,30,"19,21",3.0,4784,0008,0024,Plynas kirtimas,2016-01-18,2016-12-31
A - 20292,Šiaulių,Joniškio rajono kontroliuojama teritorija,privati,Joniškio miškų urėdija,Skaistgirio girininkija,29,9a,0.5,4784,0006,0054,Plynas kirtimas,2016-01-18,2016-12-31
A - 5918,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Skaistgirio girininkija,25,3,0.8,0,0,0,Plynas kirtimas,2016-01-14,2016-12-31
A - 5918,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Skaistgirio girininkija,31,1,1.7,0,0,0,Plynas kirtimas,2016-01-14,2016-12-31
A - 5918,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Skaistgirio girininkija,31,4,0.2,0,0,0,Plynas kirtimas,2016-01-14,2016-12-31
A - 5918,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Skaistgirio girininkija,31,5,1.9,0,0,0,Plynas kirtimas,2016-01-14,2016-12-31
A - 5918,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Skaistgirio girininkija,46,3,1.2,0,0,0,Plynas kirtimas,2016-01-14,2016-12-31
A - 5918,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Skaistgirio girininkija,46,4,0.9,0,0,0,Plynas kirtimas,2016-01-14,2016-12-31
A - 5918,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Skaistgirio girininkija,46,5,0.5,0,0,0,Plynas kirtimas,2016-01-14,2016-12-31
A - 5918,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Skaistgirio girininkija,46,6,0.6,0,0,0,Plynas kirtimas,2016-01-14,2016-12-31
A - 5918,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Skaistgirio girininkija,46,7,1.7,0,0,0,Plynas kirtimas,2016-01-14,2016-12-31
A - 5913,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Žagarės girininkija,12,6,0.4,0,0,0,Plynas kirtimas,2016-01-04,2016-12-31
A - 5913,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Žagarės girininkija,13,1,2.0,0,0,0,Plynas kirtimas,2016-01-04,2016-12-31
A - 5913,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Žagarės girininkija,43,10,0.7,0,0,0,Plynas kirtimas,2016-01-04,2016-12-31
A - 5913,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Žagarės girininkija,43,10,1.2,0,0,0,Plynas kirtimas,2016-01-04,2016-12-31
A - 5913,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Žagarės girininkija,43,17,1.1,0,0,0,Plynas kirtimas,2016-01-04,2016-12-31
A - 5913,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Žagarės girininkija,43,19,0.4,0,0,0,Plynas kirtimas,2016-01-04,2016-12-31
A - 5913,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Žagarės girininkija,8,21,0.8,0,0,0,Plynas kirtimas,2016-01-04,2016-12-31
A - 5913,Šiaulių,Joniškio rajono kontroliuojama teritorija,valstybinė,Joniškio miškų urėdija,Žagarės girininkija,95,12,4.4,0,0,0,Atvejinis kirtimas,2016-01-04,2016-12-31
A - 20480,Šiaulių,Mažeikių rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,158,21a,0.9,6160,0010,0004,Plynas kirtimas,2016-02-10,2016-12-31
A - 20480,Šiaulių,Mažeikių rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,158,22a,1.9,6160,0010,0004,Atrankinis kirtimas,2016-02-10,2016-12-31
A - 20480,Šiaulių,Mažeikių rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,158,27a,0.9,6160,0010,0004,Plynas kirtimas,2016-02-10,2016-12-31
A - 20482,Šiaulių,Mažeikių rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,309,2a,0.2,6104,0007,0020,Plynas kirtimas,2016-02-15,2016-12-31
A - 20498,Šiaulių,Mažeikių rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,297,49a,0.4,6104,0004,0309,Plynas kirtimas,2016-03-07,2016-12-31
A - 20499,Šiaulių,Mažeikių rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,307,42a,0.7,6104,0003,0102,Plynas kirtimas,2016-03-07,2016-12-31
A - 20500,Šiaulių,Mažeikių rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,311,2a,0.1,6104,0002,0429,Plynas kirtimas,2016-03-07,2016-12-31
A - 20500,Šiaulių,Mažeikių rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,311,2b,0.1,6104,0002,0429,Plynas kirtimas,2016-03-07,2016-12-31
A - 21900,Šiaulių,Mažeikių rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,302,38,0.9,6104,0001,0067,Plynas kirtimas,2016-04-11,2016-12-31
A - 21901,Šiaulių,Mažeikių rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,294,28,1.6,6174,0004,0247,Atvejinis kirtimas,2016-04-14,2016-12-31
A - 21902,Šiaulių,Mažeikių rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,294,28a,0.2,6174,0004,0247,Plynas kirtimas,2016-04-14,2016-12-31
