Leidimo serija ir nr.,Regionas,Rajonas,Nuosavybės forma,Urėdija,Girininkija,Kvartalas,Sklypai,Plotas,Kad. vietovė,Kad. blokas,Kad. nr.,Kirtimo rūšis,Galiojimo pradžia,Galiojimo pabaiga
A - 21853,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Kražių girininkija,732,12,1.3,5484,0001,0113,Plynas kirtimas,2016-09-09,2016-12-31
A - 29905,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Kražių girininkija,732,21b,3.0,5484,0001,0600,Plynas kirtimas,2016-11-11,2016-12-31
A - 29906,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Kražių girininkija,681,33,0.6,5454,0002,0101,Plynas kirtimas,2016-11-15,2016-12-31
A - 29908,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Kražių girininkija,716,14,0.7,5444,0001,0180,Plynas kirtimas,2016-11-21,2016-12-31
A - 29912,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Kražių girininkija,760,"15a,15b,15c,15d",3.4,5436,0003,0056,Atvejinis kirtimas,2016-11-22,2016-12-31
A - 29913,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Kražių girininkija,638,"12,13",0.7,5420,0003,0094,Plynas kirtimas,2016-11-25,2016-12-31
A - 29914,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Kražių girininkija,638,14a,0.4,5420,0003,0041,Atrankinis kirtimas,2016-11-25,2016-12-31
A - 29927,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Kražių girininkija,663,15a,0.7,5428,0001,0310,Plynas kirtimas,2016-12-20,2017-12-31
A - 7216,Kauno,Kelmės rajono kontroliuojama teritorija,valstybinė,Tytuvėnų miškų urėdija,Kražių girininkija,131,25,1.8,0,0,0,Plynas kirtimas,2016-06-07,2016-12-31
A - 7228,Kauno,Kelmės rajono kontroliuojama teritorija,valstybinė,Tytuvėnų miškų urėdija,Kražių girininkija,120,10,0.5,0,0,0,Plynas kirtimas,2016-08-29,2016-12-31
A - 7228,Kauno,Kelmės rajono kontroliuojama teritorija,valstybinė,Tytuvėnų miškų urėdija,Kražių girininkija,122,16,0.2,0,0,0,Plynas kirtimas,2016-08-29,2016-12-31
A - 7228,Kauno,Kelmės rajono kontroliuojama teritorija,valstybinė,Tytuvėnų miškų urėdija,Kražių girininkija,606,"13,15,16",1.9,0,0,0,Plynas kirtimas,2016-08-29,2016-12-31
A - 7229,Kauno,Kelmės rajono kontroliuojama teritorija,valstybinė,Tytuvėnų miškų urėdija,Kražių girininkija,120,2,1.0,0,0,0,Plynas kirtimas,2016-09-05,2016-12-31
A - 7229,Kauno,Kelmės rajono kontroliuojama teritorija,valstybinė,Tytuvėnų miškų urėdija,Kražių girininkija,673,16,1.1,0,0,0,Plynas kirtimas,2016-09-05,2016-12-31
A - 7232,Kauno,Kelmės rajono kontroliuojama teritorija,valstybinė,Tytuvėnų miškų urėdija,Kražių girininkija,110,"12,16,17",2.2,0,0,0,Plynas kirtimas,2016-09-08,2016-12-31
A - 21532,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Šiluvos girininkija,918,25,1.5,5460,0002,0001,Atvejinis kirtimas,2016-02-01,2016-12-31
A - 21533,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Šiluvos girininkija,918,25,1.3,5460,0002,0010,Atrankinis kirtimas,2016-02-01,2016-12-31
A - 21538,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Šiluvos girininkija,917,24a,0.0,5460,0002,0019,Atrankinis san.kirt.,2016-02-08,2016-12-31
A - 21538,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Šiluvos girininkija,917,24a,0.9,5460,0002,0019,Atrankinis kirtimas,2016-02-08,2016-12-31
A - 21538,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Šiluvos girininkija,917,"25a,48a",2.0,5460,0002,0019,Plynas kirtimas,2016-02-08,2016-12-31
A - 7217,Kauno,Kelmės rajono kontroliuojama teritorija,valstybinė,Tytuvėnų miškų urėdija,Šiluvos girininkija,132,"7,12",0.5,0,0,0,Kiti pagrindiniai kirtimai,2016-06-15,2016-12-31
A - 7231,Kauno,Kelmės rajono kontroliuojama teritorija,valstybinė,Tytuvėnų miškų urėdija,Šiluvos girininkija,48,30,3.0,0,0,0,Plynas kirtimas,2016-09-06,2016-12-31
A - 21524,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,492,"22,29",3.0,5424,0001,0061,Plynas kirtimas,2016-01-04,2016-12-31
A - 21526,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,492,"22,29",3.0,5424,0001,0061,Plynas kirtimas,2016-01-04,2016-12-31
A - 21530,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,582,11,0.2,5470,0002,0027,Atvejinis kirtimas,2016-01-20,2016-12-31
A - 21530,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,582,"7,8,9",1.6,5470,0002,0027,Atvejinis kirtimas,2016-01-20,2016-12-31
A - 21531,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,486,6a,0.9,5424,0001,0064,Plynas kirtimas,2016-02-01,2016-12-31
A - 21540,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,564,"4,5,7",1.6,5405,0002,0143,Plynas kirtimas,2016-03-07,2016-12-31
A - 21541,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,453,26,2.3,5424,0002,0114,Atvejinis kirtimas,2016-03-30,2016-12-31
A - 21543,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,485,"16,9b",2.5,5424,0002,0305,Plynas kirtimas,2016-08-12,2016-12-31
A - 21543,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,485,"17,18",1.0,5424,0002,0305,Atvejinis kirtimas,2016-08-12,2016-12-31
A - 21543,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,485,9a,1.0,5424,0002,0305,Atvejinis kirtimas,2016-08-12,2016-12-31
A - 21544,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,500,6,1.0,5442,0002,0306,Atvejinis kirtimas,2016-08-12,2016-12-31
A - 21829,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,481,12a,2.3,5424,0002,0096,Plynas kirtimas,2016-06-02,2016-12-31
A - 21837,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,486,"26a,26b",0.7,5424,0001,0054,Plynas kirtimas,2016-07-01,2016-12-31
A - 21837,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,486,26c,0.2,5424,0001,0054,Atvejinis kirtimas,2016-07-01,2016-12-31
A - 21850,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,480,10b,1.6,5424,0002,0107,Plynas kirtimas,2016-08-26,2016-12-31
A - 21851,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,480,3a,0.9,5424,0002,0107,Plynas kirtimas,2016-08-30,2016-12-31
A - 21851,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,480,5c,0.5,5424,0002,0107,Plynas kirtimas,2016-08-30,2016-12-31
A - 21851,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,480,7,0.2,5424,0002,0107,Plynas kirtimas,2016-08-30,2016-12-31
A - 21854,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,577,6a,0.5,5470,0001,0038,Plynas kirtimas,2016-09-14,2016-12-31
A - 29901,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,479,1,0.8,5424,0004,0200,Plynas kirtimas,2016-10-25,2016-12-31
A - 29921,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,502,"3a,7,7a",3.0,5442,0003,0059,Plynas kirtimas,2016-12-12,2017-12-31
A - 29921,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,502,7c,0.2,5442,0003,0059,Atrankinis kirtimas,2016-12-12,2017-12-31
A - 29926,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,476,"22,24a",1.2,5424,0004,0292,Atrankinis kirtimas,2016-12-27,2017-12-31
A - 29926,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,476,"23,24",1.9,5424,0004,0292,Plynas kirtimas,2016-12-27,2017-12-31
A - 29926,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,476,4,0.4,5424,0004,0292,Plynas kirtimas,2016-12-27,2017-12-31
A - 7226,Kauno,Kelmės rajono kontroliuojama teritorija,valstybinė,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,16,"1,5,6,9,11",6.8,0,0,0,Plynas kirtimas,2016-08-30,2016-12-31
A - 7226,Kauno,Kelmės rajono kontroliuojama teritorija,valstybinė,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,16,7,6.0,0,0,0,Atvejinis kirtimas,2016-08-30,2016-12-31
A - 7226,Kauno,Kelmės rajono kontroliuojama teritorija,valstybinė,Tytuvėnų miškų urėdija,Tytuvėnų girininkija,18,"10,13",2.6,0,0,0,Atrankinis kirtimas,2016-08-30,2016-12-31
A - 21522,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Užvenčio girininkija,255,10,0.3,5426,0004,0243,Plynas kirtimas,2016-01-01,2016-12-31
A - 21522,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Užvenčio girininkija,255,9,0.9,5426,0004,0243,Plynas kirtimas,2016-01-01,2016-12-31
A - 21549,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Užvenčio girininkija,213,31c,1.0,5474,0002,0070,Plynas kirtimas,2016-01-11,2016-12-31
A - 21550,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Užvenčio girininkija,258,"6,7,10",2.2,5418,0002,0102,Plynas kirtimas,2016-01-13,2016-12-31
A - 21550,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Užvenčio girininkija,258,8b,0.5,5418,0002,0102,Plynas kirtimas,2016-01-13,2016-12-31
A - 21552,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Užvenčio girininkija,258,11,0.7,5418,0002,0102,Atrankinis kirtimas,2016-01-13,2016-12-31
A - 21553,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Užvenčio girininkija,258,"13,15,16",1.8,5418,0002,0195,Plynas kirtimas,2016-01-13,2016-12-31
A - 21554,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Užvenčio girininkija,258,18,0.3,5418,0002,0101,Plynas kirtimas,2016-01-13,2016-12-31
A - 21556,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Užvenčio girininkija,258,"13,15,16",1.8,5418,0002,0195,Plynas kirtimas,2016-01-13,2016-12-31
A - 21568,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Užvenčio girininkija,308,26,0.1,5401,0005,0222,Plynas kirtimas,2016-02-23,2016-12-31
A - 21569,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Užvenčio girininkija,308,5,0.1,5401,0005,0167,Plynas kirtimas,2016-02-23,2016-12-31
A - 21572,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Užvenčio girininkija,311,52,0.3,5401,0005,0002,Plynas kirtimas,2016-03-21,2016-12-31
A - 21573,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Užvenčio girininkija,308,12,0.3,5401,0005,0163,Plynas sanitarinis kirtimas (PN),2016-04-05,2016-12-31
A - 21821,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Užvenčio girininkija,214,26a,1.0,5466,0003,0032,Plynas kirtimas,2016-03-23,2016-12-31
A - 21821,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Užvenčio girininkija,214,26b,0.6,5466,0003,0032,Atrankinis kirtimas,2016-03-23,2016-12-31
A - 21855,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Užvenčio girininkija,216,25a,0.8,5466,0003,0054,Atrankinis kirtimas,2016-09-16,2016-12-31
A - 21855,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Užvenčio girininkija,217,1a,0.5,5466,0003,0054,Atrankinis kirtimas,2016-09-16,2016-12-31
A - 29902,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Užvenčio girininkija,281,"11b,12a",1.1,5410,0003,0050,Plynas kirtimas,2016-10-28,2016-12-31
A - 29902,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Užvenčio girininkija,281,"5,9",0.9,5410,0003,0050,Plynas kirtimas,2016-10-28,2016-12-31
A - 29916,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Užvenčio girininkija,308,"14,15,21,23",4.1,5401,0005,0163,Miško lydimo kirtimas (PN),2016-11-29,2016-12-31
A - 29922,Kauno,Kelmės rajono kontroliuojama teritorija,privati,Tytuvėnų miškų urėdija,Užvenčio girininkija,308,"15,23",0.3,5401,0005,0168,Miško lydimo kirtimas (PN),2016-12-13,2017-12-31
A - 7215,Kauno,Kelmės rajono kontroliuojama teritorija,valstybinė,Tytuvėnų miškų urėdija,Užvenčio girininkija,14,24,1.9,0,0,0,Plynas kirtimas,2016-06-01,2016-12-31
A - 7215,Kauno,Kelmės rajono kontroliuojama teritorija,valstybinė,Tytuvėnų miškų urėdija,Užvenčio girininkija,21,"14,15",1.6,0,0,0,Plynas kirtimas,2016-06-01,2016-12-31
A - 7220,Kauno,Kelmės rajono kontroliuojama teritorija,valstybinė,Tytuvėnų miškų urėdija,Užvenčio girininkija,49,26,1.0,0,0,0,Plynas kirtimas,2016-07-15,2016-12-31
A - 24251,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Kėdainių miškų urėdija,Pašušvio girininkija,24,31,0.3,7283,0004,0032,Plynas kirtimas,2016-01-18,2016-12-31
A - 24251,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Kėdainių miškų urėdija,Pašušvio girininkija,25,"21,22",1.3,7283,0004,0032,Plynas kirtimas,2016-01-18,2016-12-31
A - 24262,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Kėdainių miškų urėdija,Pašušvio girininkija,9,2,0.7,7268,0002,0116,Plynas kirtimas,2016-02-05,2016-12-31
A - 24274,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Kėdainių miškų urėdija,Pašušvio girininkija,21,"17,17a,17b,18",2.4,7283,0004,0041,Plynas kirtimas,2016-03-08,2016-12-31
A - 24274,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Kėdainių miškų urėdija,Pašušvio girininkija,21,22b,0.2,7283,0004,0041,Atrankinis kirtimas,2016-03-08,2016-12-31
A - 24276,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Kėdainių miškų urėdija,Pašušvio girininkija,30,"10b,11a,11b",1.0,7283,0004,0001,Plynas kirtimas,2016-03-08,2016-12-31
A - 24277,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Kėdainių miškų urėdija,Pašušvio girininkija,31,9,0.6,7283,0004,0001,Plynas kirtimas,2016-03-08,2016-12-31
A - 24278,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Kėdainių miškų urėdija,Pašušvio girininkija,30,14d,0.2,7283,0004,0001,Plynas kirtimas,2016-03-08,2016-12-31
A - 24278,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Kėdainių miškų urėdija,Pašušvio girininkija,30,3a,0.5,7283,0004,0001,Atrankinis kirtimas,2016-03-08,2016-12-31
A - 24252,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Birbiliškės girininkija,674,11,0.4,7255,0005,0153,Plynas kirtimas,2016-01-19,2016-12-31
A - 24252,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Birbiliškės girininkija,674,"22c,27a,27b",1.1,7255,0005,0153,Plynas kirtimas,2016-01-19,2016-12-31
A - 24253,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Birbiliškės girininkija,674,"16,26,27a,27b",2.1,7255,0005,0153,Plynas kirtimas,2016-01-19,2016-12-31
A - 24254,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Birbiliškės girininkija,657,"1,12,12a",4.1,7213,0007,0084,Plynas kirtimas,2016-01-19,2016-12-31
A - 24266,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Birbiliškės girininkija,674,"19,26",0.7,7255,0005,0153,Plynas kirtimas,2016-02-12,2016-12-31
A - 24266,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Birbiliškės girininkija,674,25a,0.6,7255,0005,0153,Plynas kirtimas,2016-02-12,2016-12-31
A - 24266,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Birbiliškės girininkija,674,25b,0.2,7255,0005,0153,Atrankinis kirtimas,2016-02-12,2016-12-31
A - 24282,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Birbiliškės girininkija,676,"12,12a",2.4,7255,0005,0095,Plynas kirtimas,2016-03-15,2016-12-31
A - 24282,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Birbiliškės girininkija,676,"18,5",0.6,7255,0005,0095,Plynas kirtimas,2016-03-15,2016-12-31
A - 24285,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Birbiliškės girininkija,649,"27,31,32,33",0.8,7213,0004,0113,Plynas kirtimas,2016-03-29,2016-12-31
A - 24296,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Birbiliškės girininkija,650,23,1.5,7213,0004,0085,Plynas kirtimas,2016-04-15,2016-12-31
A - 29520,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Birbiliškės girininkija,662,16,1.2,7213,0007,0186,Plynas kirtimas,2016-07-22,2016-12-31
A - 29520,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Birbiliškės girininkija,662,39,1.1,7213,0007,0186,Plynas kirtimas,2016-07-22,2016-12-31
A - 29521,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Birbiliškės girininkija,662,2,0.3,7213,0007,0188,Plynas kirtimas,2016-07-22,2016-12-31
A - 29527,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Birbiliškės girininkija,76,"8a,8b",1.5,7255,0005,0021,Plynas kirtimas,2016-08-05,2016-12-31
A - 29529,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Birbiliškės girininkija,673,12,0.6,7255,0005,0013,Plynas kirtimas,2016-08-12,2016-12-31
A - 29529,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Birbiliškės girininkija,673,9,2.4,7255,0005,0013,Plynas kirtimas,2016-08-12,2016-12-31
A - 29536,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Birbiliškės girininkija,668,31a,0.1,7255,0005,0215,Plynas kirtimas,2016-09-09,2016-12-31
A - 29536,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Birbiliškės girininkija,668,31b,0.3,7255,0005,0215,Plynas kirtimas,2016-09-09,2016-12-31
A - 29536,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Birbiliškės girininkija,668,32a,0.5,7255,0005,0215,Plynas kirtimas,2016-09-09,2016-12-31
A - 29536,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Birbiliškės girininkija,668,32a,0.6,7255,0005,0215,Plynas kirtimas,2016-09-09,2016-12-31
A - 29536,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Birbiliškės girininkija,668,34b,0.1,7255,0005,0215,Plynas kirtimas,2016-09-09,2016-12-31
A - 3787,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,104,13,0.8,0,0,0,Plynas kirtimas,2016-01-04,2016-12-31
A - 3787,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,104,4,2.2,0,0,0,Plynas kirtimas,2016-01-04,2016-12-31
A - 3787,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,104,8,0.2,0,0,0,Plynas kirtimas,2016-01-04,2016-12-31
A - 3787,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,104,8,1.2,0,0,0,Plynas kirtimas,2016-01-04,2016-12-31
A - 3787,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,149,21,1.0,0,0,0,Plynas kirtimas,2016-01-04,2016-12-31
A - 3787,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,149,29,2.9,0,0,0,Plynas kirtimas,2016-01-04,2016-12-31
A - 3798,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,58,1,3.9,0,0,0,Plynas kirtimas,2016-01-20,2016-12-31
A - 8502,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,1,12,0.5,0,0,0,Plynas kirtimas,2016-01-26,2016-12-31
A - 8502,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,2,2,1.5,0,0,0,Plynas kirtimas,2016-01-26,2016-12-31
A - 8503,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,1,8,2.9,0,0,0,Plynas kirtimas,2016-02-02,2016-12-31
A - 8512,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,24,13,0.6,0,0,0,Plynas kirtimas,2016-04-29,2016-12-31
A - 8512,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,24,14,2.7,0,0,0,Plynas kirtimas,2016-04-29,2016-12-31
A - 8519,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,144,21,0.8,0,0,0,Plynas kirtimas,2016-05-24,2016-12-31
A - 8519,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,144,32,3.6,0,0,0,Plynas kirtimas,2016-05-24,2016-12-31
A - 8525,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,143,24,1.2,0,0,0,Plynas kirtimas,2016-06-03,2016-12-31
A - 8532,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,10,26,0.6,0,0,0,Plynas kirtimas,2016-07-05,2016-12-31
A - 8532,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,8,17,2.3,0,0,0,Plynas kirtimas,2016-07-05,2016-12-31
A - 8539,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,12,16,1.5,0,0,0,Plynas kirtimas,2016-08-02,2016-12-31
A - 8549,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,5,4,0.2,0,0,0,Plynas kirtimas,2016-09-27,2016-12-31
A - 8549,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,5,"5,9",2.4,0,0,0,Plynas kirtimas,2016-09-27,2016-12-31
A - 8550,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,72,11,1.3,0,0,0,Plynas kirtimas,2016-10-04,2016-12-31
A - 24259,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Padubysio girininkija,52,"13c,14",0.8,7215,0008,0012,Plynas kirtimas,2016-02-04,2016-12-31
A - 24264,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Padubysio girininkija,12,22,0.2,7258,0001,0047,Plynas kirtimas,2016-02-09,2016-12-31
A - 24265,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Padubysio girininkija,333,45,0.2,7240,0004,0013,Plynas kirtimas,2016-02-12,2016-12-31
A - 24265,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Padubysio girininkija,333,47,0.2,7240,0004,0013,Plynas kirtimas,2016-02-12,2016-12-31
A - 24268,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Padubysio girininkija,318,1,0.2,7215,0007,0003,Plynas sanitarinis kirtimas (PN),2016-02-19,2016-12-31
A - 24283,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Padubysio girininkija,308,2b,2.1,7260,0001,0136,Plynas kirtimas,2016-03-18,2016-12-31
A - 24294,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Padubysio girininkija,321,4,0.5,7215,0005,0087,Plynas kirtimas,2016-04-12,2016-12-31
A - 29507,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Padubysio girininkija,305,16,2.1,7260,0001,0072,Plynas kirtimas,2016-06-07,2016-12-31
